video_filename,target_type,bbox_x1,bbox_y1,bbox_x2,bbox_y2,state,timestamp
02-01-2024/SHOT0001.MP4,red_entire,7.9618377685546875,959.4269409179688,75.61892700195312,991.5206298828125,entire,0.0
02-01-2024/SHOT0001.MP4,red_entire,628.267333984375,461.8672180175781,684.7835693359375,493.9984436035156,entire,0.5005000000000001
02-01-2024/SHOT0001.MP4,red_entire,830.495361328125,172.18612670898438,890.4758911132812,200.80262756347656,entire,1.0010000000000001
02-01-2024/SHOT0001.MP4,red_entire,1123.6529541015625,338.9981689453125,1174.7513427734375,366.14013671875,entire,1.5015
02-01-2024/SHOT0001.MP4,red_entire,1224.143310546875,619.1266479492188,1266.1083984375,647.6016845703125,entire,2.0020000000000002
02-01-2024/SHOT0001.MP4,red_entire,1113.366943359375,769.4820556640625,1149.333984375,795.1028442382812,entire,2.5025000000000004
02-01-2024/SHOT0001.MP4,,,,,,none,3.003
02-01-2024/SHOT0001.MP4,red_entire,1053.8912353515625,490.170654296875,1085.5504150390625,518.7169799804688,entire,3.5035000000000003
02-01-2024/SHOT0001.MP4,,,,,,none,4.0040000000000004
02-01-2024/SHOT0001.MP4,,,,,,none,4.5045
02-01-2024/SHOT0002.MP4,,,,,,none,0.0
02-01-2024/SHOT0002.MP4,red_entire,1132.626953125,663.9657592773438,1205.0035400390625,693.837158203125,entire,0.5005000000000001
02-01-2024/SHOT0002.MP4,red_entire,1709.259765625,648.8092041015625,1766.7379150390625,679.2051391601562,entire,1.0010000000000001
02-01-2024/SHOT0002.MP4,,,,,,none,1.5015
02-01-2024/SHOT0002.MP4,red_entire,1172.4921875,517.3026733398438,1219.17529296875,544.7847290039062,entire,2.0020000000000002
02-01-2024/SHOT0002.MP4,red_entire,1046.840576171875,606.9793090820312,1098.4954833984375,640.4923706054688,entire,2.5025000000000004
02-01-2024/SHOT0002.MP4,red_broken,915.6900634765625,798.7740478515625,1041.7313232421875,877.455810546875,broken,3.003
02-01-2024/SHOT0002.MP4,,,,,,none,3.5035000000000003
02-01-2024/SHOT0002.MP4,,,,,,none,4.0040000000000004
02-01-2024/SHOT0002.MP4,,,,,,none,4.5045
02-01-2024/SHOT0003.MP4,,,,,,none,0.0
02-01-2024/SHOT0003.MP4,red_entire,604.15380859375,311.2146301269531,686.6607666015625,345.47027587890625,entire,0.5005000000000001
02-01-2024/SHOT0003.MP4,red_entire,1378.902587890625,447.569091796875,1448.4244384765625,478.5839538574219,entire,1.0010000000000001
02-01-2024/SHOT0003.MP4,red_entire,1468.8798828125,594.5057373046875,1524.4676513671875,625.4170532226562,entire,1.5015
02-01-2024/SHOT0003.MP4,red_entire,1282.323486328125,575.0228881835938,1332.2838134765625,602.422607421875,entire,2.0020000000000002
02-01-2024/SHOT0003.MP4,red_entire,1037.400390625,560.536376953125,1084.9810791015625,591.8356323242188,entire,2.5025000000000004
02-01-2024/SHOT0003.MP4,red_entire,931.6674194335938,787.720703125,975.5702514648438,823.582763671875,entire,3.003
02-01-2024/SHOT0003.MP4,red_entire,1036.587890625,689.55029296875,1088.4720458984375,728.6608276367188,entire,3.5035000000000003
02-01-2024/SHOT0003.MP4,red_entire,1459.1422119140625,762.4024658203125,1507.693603515625,793.357177734375,entire,4.0040000000000004
02-01-2024/SHOT0003.MP4,red_entire,2009.192626953125,830.1978149414062,2047.0555419921875,857.3501586914062,entire,4.5045
02-01-2024/SHOT0004.MP4,,,,,,none,0.0
02-01-2024/SHOT0004.MP4,,,,,,none,0.5005000000000001
02-01-2024/SHOT0004.MP4,red_entire,788.43505859375,406.47991943359375,864.2042236328125,432.90545654296875,entire,1.0010000000000001
02-01-2024/SHOT0004.MP4,red_entire,1351.1561279296875,554.6019287109375,1400.046875,582.7879638671875,entire,1.5015
02-01-2024/SHOT0004.MP4,red_entire,1377.8896484375,717.3933715820312,1426.447998046875,743.5535278320312,entire,2.0020000000000002
02-01-2024/SHOT0004.MP4,red_entire,1310.1279296875,744.9155883789062,1338.8138427734375,763.8616943359375,entire,2.5025000000000004
02-01-2024/SHOT0004.MP4,red_entire,1035.9742431640625,721.1798095703125,1078.135009765625,756.6508178710938,entire,3.003
02-01-2024/SHOT0004.MP4,red_entire,1212.4281005859375,552.5469360351562,1240.9849853515625,577.7987060546875,entire,3.5035000000000003
02-01-2024/SHOT0004.MP4,red_broken,711.7471313476562,422.1889953613281,841.0244750976562,548.6661376953125,broken,3.5035000000000003
02-01-2024/SHOT0004.MP4,red_broken,1040.29931640625,341.6181640625,1195.3831787109375,606.972412109375,broken,4.0040000000000004
